id,alt,choice,income,price,catch
18,charter,0,2916.6666,31.722,0.3087
18,pier,1,2916.6666,33.462,0.0079
19,beach,0,4583.332,211.344,0.5333
19,boat,1,4583.332,11.322,0.0361
19,charter,0,4583.332,46.322,0.4216
19,pier,0,4583.332,211.344,0.0069
20,beach,0,4583.332,49.062,0.1049
20,boat,1,4583.332,11.322,0.1574
20,charter,0,4583.332,35.322,0.4671
20,pier,0,4583.332,49.062,0.0451
21,beach,0,7916.6663,345.744,0.5333
21,boat,0,7916.6663,18.522,0.0156
21,charter,1,7916.6663,53.522,0.0058
21,pier,0,7916.6663,345.744,0.4522
22,beach,0,8750.001,88.062,0.1049
22,boat,0,8750.001,20.322,0.0023
22,charter,1,8750.001,44.322,0.0046
22,pier,0,8750.001,88.062,0.0451
23,beach,0,2083.3332,100.674,0.5333
23,boat,1,2083.3332,15.134,0.1665
23,charter,0,2083.3332,50.134,0.3975
23,pier,0,2083.3332,100.674,0.4522
24,beach,0,2916.6666,28.314,0.1049
24,boat,0,2916.6666,19.734,0.0613
24,charter,1,2916.6666,43.734,0.3087
24,pier,0,2916.6666,28.314,0.0079
25,beach,0,2916.6666,33.462,0.0678
25,boat,0,2916.6666,34.32,0.0559
25,charter,1,2916.6666,69.32,0.6456
25,pier,0,2916.6666,33.462,0.0789
26,beach,1,1249.9998,67.784,0.5333
26,boat,0,1249.9998,17.862,0.2413
26,charter,0,1249.9998,52.862,1.0266
26,pier,0,1249.9998,67.784,0.4522
27,beach,0,4583.332,50.32,0.1049
27,boat,0,4583.332,49.062,0.1574
27,charter,0,4583.332,73.062,0.4671
27,pier,1,4583.332,50.32,0.0451
28,beach,0,7083.3317,72.462,0.0678
28,boat,1,7083.3317,74.32,0.0897
28,charter,0,7083.3317,109.32,1.0905
28,pier,0,7083.3317,72.462,0.0789
29,beach,0,1249.9998,70.074,0.5333
29,boat,0,1249.9998,10.534,0.0156
29,charter,1,1249.9998,45.534,0.0058
29,pier,0,1249.9998,70.074,0.4522
30,beach,0,2916.6666,131.274,0.5333
30,boat,0,2916.6666,19.734,0.0156
30,charter,1,2916.6666,54.734,0.0058
30,pier,0,2916.6666,131.274,0.4522
31,beach,0,2916.6666,28.314,0.1049
31,boat,0,2916.6666,19.734,0.0023
31,charter,1,2916.6666,43.734,0.0046
31,pier,0,2916.6666,28.314,0.0451
32,beach,0,4583.332,49.062,0.1049
32,boat,0,4583.332,11.322,0.0613
32,charter,1,4583.332,35.322,0.3087
32,pier,0,4583.332,49.062,0.0079
33,beach,0,2916.6666,33.462,0.1049
33,boat,1,2916.6666,7.722,0.0023
33,charter,0,2916.6666,31.722,0.0046
33,pier,0,2916.6666,33.462,0.0451
34,beach,1,3749.9999,9.522,0.0678
34,boat,0,3749.9999,78.292,0.0014
34,charter,0,3749.9999,107.292,0.0029
34,pier,0,3749.9999,9.522,0.0789
35,beach,0,2083.3332,25.662,0.1049
35,boat,0,2083.3332,5.922,0.0613
35,charter,0,2083.3332,29.922,0.3087
35,pier,1,2083.3332,25.662,0.0079
36,beach,0,2916.6666,144.144,0.5333
36,boat,0,2916.6666,7.722,0.0361
36,charter,1,2916.6666,42.722,0.4216
36,pier,0,2916.6666,144.144,0.0069
37,beach,0,12499.998,120.004,0.0678
37,boat,0,12499.998,252.64,0.0014
37,charter,0,12499.998,281.64,0.0029
37,pier,1,12499.998,120.004,0.0789
38,beach,0,1249.9998,25.648,0.2537
38,boat,1,1249.9998,80.608,0.0531
38,charter,0,1249.9998,105.608,0.0052
38,pier,0,1249.9998,25.648,0.1498
39,beach,0,2083.3332,115.808,0.5333
39,boat,0,2083.3332,25.004,0.0156
39,charter,1,2083.3332,60.004,0.0058
39,pier,0,2083.3332,115.808,0.4522
40,beach,0,2916.6666,32.604,0.0678
40,boat,0,2916.6666,68.64,0.1643
40,charter,0,2916.6666,97.64,0.5391
40,pier,1,2916.6666,32.604,0.0789
41,beach,0,2916.6666,10.296,0.0678
41,boat,1,2916.6666,46.332,0.1643
41,charter,0,2916.6666,75.332,0.5391
41,pier,0,2916.6666,10.296,0.0789
42,beach,0,2916.6666,10.296,0.0678
42,boat,0,2916.6666,54.912,0.0897
42,charter,1,2916.6666,89.912,1.0905
42,pier,0,2916.6666,10.296,0.0789
43,beach,0,4583.332,231.472,0.5333
43,boat,1,4583.332,15.096,0.2413
43,charter,0,4583.332,50.096,1.0266
43,pier,0,4583.332,231.472,0.4522
44,beach,0,3749.9999,59.248,0.2537
44,boat,0,3749.9999,186.208,0.7369
44,charter,1,3749.9999,211.208,2.3101
44,pier,0,3749.9999,59.248,0.1498
45,beach,0,4583.332,231.472,0.5333
45,boat,0,4583.332,15.096,0.2413
45,charter,1,4583.332,50.096,1.0266
45,pier,0,4583.332,231.472,0.4522
46,beach,0,6250.0013,19.896,0.0678
46,boat,0,6250.0013,89.532,0.0014
46,charter,0,6250.0013,118.532,0.0029
46,pier,1,6250.0013,19.896,0.0789
47,beach,0,7083.3317,341.872,0.5333
47,boat,0,7083.3317,22.296,0.2413
47,charter,1,7083.3317,57.296,1.0266
47,pier,0,7083.3317,341.872,0.4522
48,beach,0,1249.9998,80.608,0.5333
48,boat,0,1249.9998,17.404,0.2413
48,charter,1,1249.9998,52.404,1.0266
48,pier,0,1249.9998,80.608,0.4522
49,beach,1,3749.9999,24.334,0.0678
49,boat,0,3749.9999,89.93,0.1643
49,charter,0,3749.9999,118.93,0.5391
49,pier,0,3749.9999,24.334,0.0789
50,beach,1,4583.332,11.322,0.0678
50,boat,0,4583.332,93.092,0.1643
50,charter,0,4583.332,122.092,0.5391
50,pier,0,4583.332,11.322,0.0789
51,beach,0,3749.9999,177.744,0.5333
51,boat,0,3749.9999,9.522,0.0156
51,charter,1,3749.9999,44.522,0.0058
51,pier,0,3749.9999,177.744,0.4522
52,beach,0,2083.3332,5.922,0.0678
52,boat,0,2083.3332,48.692,0.1643
52,charter,0,2083.3332,77.692,0.5391
52,pier,1,2083.3332,5.922,0.0789
53,beach,0,3749.9999,177.744,0.5333
53,boat,1,3749.9999,9.522,0.2413
53,charter,0,3749.9999,44.522,1.0266
53,pier,0,3749.9999,177.744,0.4522
54,beach,0,1249.9998,70.074,0.5333
54,boat,1,1249.9998,10.534,0.0361
54,charter,0,1249.9998,45.534,0.4216
54,pier,0,1249.9998,70.074,0.0069
55,beach,0,4583.332,41.514,0.1049
55,boat,0,4583.332,28.934,0.0613
55,charter,1,4583.332,52.934,0.3087
55,pier,0,4583.332,41.514,0.0079
56,beach,0,2083.3332,21.714,0.1049
56,boat,0,2083.3332,15.134,0.0023
56,charter,1,2083.3332,39.134,0.0046
56,pier,0,2083.3332,21.714,0.0451
57,beach,0,2916.6666,144.144,0.5333
57,boat,0,2916.6666,7.722,0.0156
57,charter,1,2916.6666,42.722,0.0058
57,pier,0,2916.6666,144.144,0.4522
58,beach,0,2083.3332,25.662,0.1049
58,boat,1,2083.3332,5.922,0.0613
58,charter,0,2083.3332,29.922,0.3087
58,pier,0,2083.3332,25.662,0.0079
59,beach,0,5416.6667,244.944,0.5333
59,boat,1,5416.6667,13.122,0.0156
59,charter,0,5416.6667,48.122,0.0058
59,pier,0,5416.6667,244.944,0.4522
60,beach,0,2916.6666,144.144,0.5333
60,boat,0,2916.6666,7.722,0.2413
60,charter,1,2916.6666,42.722,1.0266
60,pier,0,2916.6666,144.144,0.4522
61,beach,0,2083.3332,5.922,0.0678
61,boat,0,2083.3332,48.692,0.0014
61,charter,0,2083.3332,77.692,0.0029
61,pier,1,2083.3332,5.922,0.0789
62,beach,0,4583.332,93.092,0.0678
62,boat,0,4583.332,93.092,0.2601
62,charter,0,4583.332,118.092,0.5391
62,pier,1,4583.332,93.092,0.0503
63,beach,0,3749.9999,177.744,0.5333
63,boat,0,3749.9999,9.522,0.0361
63,charter,1,3749.9999,44.522,0.4216
63,pier,0,3749.9999,177.744,0.0069
64,beach,0,3749.9999,41.262,0.1049
64,boat,1,3749.9999,9.522,0.1574
64,charter,0,3749.9999,33.522,0.4671
64,pier,0,3749.9999,41.262,0.0451
65,beach,0,3749.9999,9.522,0.0678
65,boat,0,3749.9999,78.292,0.1643
65,charter,0,3749.9999,107.292,0.5391
65,pier,1,3749.9999,9.522,0.0789
66,beach,0,1249.9998,76.944,0.5333
66,boat,0,1249.9998,4.122,0.2413
66,charter,1,1249.9998,39.122,1.0266
66,pier,0,1249.9998,76.944,0.4522
67,beach,0,3749.9999,177.744,0.5333
67,boat,1,3749.9999,9.522,0.2413
67,charter,0,3749.9999,44.522,1.0266
67,pier,0,3749.9999,177.744,0.4522
68,beach,0,3749.9999,177.744,0.5333
68,boat,0,3749.9999,9.522,0.1665
68,charter,1,3749.9999,44.522,0.3975
68,pier,0,3749.9999,177.744,0.4522
69,beach,0,5416.6667,244.944,0.5333
69,boat,1,5416.6667,13.122,0.2413
69,charter,0,5416.6667,48.122,1.0266
69,pier,0,5416.6667,244.944,0.4522
70,beach,0,2916.6666,33.462,0.1049
70,boat,0,2916.6666,7.722,0.1574
70,charter,0,2916.6666,31.722,0.4671
70,pier,1,2916.6666,33.462,0.0451
71,beach,0,2916.6666,33.462,0.1049
71,boat,1,2916.6666,7.722,0.0023
71,charter,0,2916.6666,31.722,0.0046
71,pier,0,2916.6666,33.462,0.0451
72,beach,0,2083.3332,5.922,0.0678
72,boat,0,2083.3332,25.662,0.0102
72,charter,1,2083.3332,60.662,0.0209
72,pier,0,2083.3332,5.922,0.0789
73,beach,0,7916.6663,345.744,0.5333
73,boat,0,7916.6663,18.522,0.1665
73,charter,1,7916.6663,53.522,0.3975
73,pier,0,7916.6663,345.744,0.4522
74,beach,0,5416.6667,244.944,0.5333
74,boat,1,5416.6667,13.122,0.0361
74,charter,0,5416.6667,48.122,0.4216
74,pier,0,5416.6667,244.944,0.0069
75,beach,0,6250.0013,64.662,0.1049
75,boat,1,6250.0013,14.922,0.0023
75,charter,0,6250.0013,38.922,0.0046
75,pier,0,6250.0013,64.662,0.0451
76,beach,1,3749.9999,9.522,0.0678
76,boat,0,3749.9999,78.292,0.1643
76,charter,0,3749.9999,107.292,0.5391
76,pier,0,3749.9999,9.522,0.0789
77,beach,1,7916.6663,24.696,0.0678
77,boat,0,7916.6663,111.132,0.1643
77,charter,0,7916.6663,140.132,0.5391
77,pier,0,7916.6663,24.696,0.0789
78,beach,0,1249.9998,33.892,0.0678
78,boat,1,1249.9998,33.892,0.2601
78,charter,0,1249.9998,58.892,0.5391
78,pier,0,1249.9998,33.892,0.0503
79,beach,0,2916.6666,144.144,0.5333
79,boat,0,2916.6666,7.722,0.0361
79,charter,1,2916.6666,42.722,0.4216
79,pier,0,2916.6666,144.144,0.0069
80,beach,0,2083.3332,110.544,0.5333
80,boat,1,2083.3332,5.922,0.2413
80,charter,0,2083.3332,40.922,1.0266
80,pier,0,2083.3332,110.544,0.4522
81,beach,0,1249.9998,76.944,0.5333
81,boat,0,1249.9998,4.122,0.0156
81,charter,1,1249.9998,39.122,0.0058
81,pier,0,1249.9998,76.944,0.4522
82,beach,1,2916.6666,7.722,0.0678
82,boat,0,2916.6666,63.492,0.0014
82,charter,0,2916.6666,92.492,0.0029
82,pier,0,2916.6666,7.722,0.0789
83,beach,0,3749.9999,177.744,0.5333
83,boat,1,3749.9999,9.522,0.1665
83,charter,0,3749.9999,44.522,0.3975
83,pier,0,3749.9999,177.744,0.4522
84,beach,0,1249.9998,17.862,0.1049
84,boat,1,1249.9998,4.122,0.1574
84,charter,0,1249.9998,28.122,0.4671
84,pier,0,1249.9998,17.862,0.0451
85,beach,0,2916.6666,33.462,0.2537
85,boat,0,2916.6666,33.462,0.0626
85,charter,1,2916.6666,51.962,0.2773
85,pier,0,2916.6666,33.462,0.0014
86,beach,0,416.66668,8.514,0.2537
86,boat,1,416.66668,39.474,0.6817
86,charter,0,416.66668,64.474,2.3014
86,pier,0,416.66668,8.514,0.1498
87,beach,0,6250.0013,38.134,0.0678
87,boat,0,6250.0013,54.714,0.0559
87,charter,1,6250.0013,89.714,0.6456
87,pier,0,6250.0013,38.134,0.0789
88,beach,0,3749.9999,24.334,0.0678
88,boat,1,3749.9999,34.914,0.0897
88,charter,0,3749.9999,69.914,1.0905
88,pier,0,3749.9999,24.334,0.0789
89,beach,0,2083.3332,100.674,0.5333
89,boat,0,2083.3332,15.134,0.2413
89,charter,0,2083.3332,50.134,1.0266
89,pier,1,2083.3332,100.674,0.4522
90,beach,0,12499.998,104.214,0.2537
90,boat,0,12499.998,104.214,0.2339
90,charter,0,12499.998,122.714,0.6288
90,pier,1,12499.998,104.214,0.1498
91,beach,0,3749.9999,161.874,0.5333
91,boat,0,3749.9999,24.334,0.0156
91,charter,1,3749.9999,59.334,0.0058
91,pier,0,3749.9999,161.874,0.4522
92,beach,0,5416.6667,48.114,0.1049
92,boat,0,5416.6667,33.534,0.1574
92,charter,1,5416.6667,57.534,0.4671
92,pier,0,5416.6667,48.114,0.0451
93,beach,0,6250.0013,64.662,0.0678
93,boat,1,6250.0013,66.32,0.0102
93,charter,0,6250.0013,101.32,0.0209
93,pier,0,6250.0013,64.662,0.0789
94,beach,0,7083.3317,72.462,0.0678
94,boat,0,7083.3317,74.32,0.0102
94,charter,1,7083.3317,109.32,0.0209
94,pier,0,7083.3317,72.462,0.0789
95,beach,0,11250.001,422.984,0.5333
95,boat,1,11250.001,111.462,0.0051
95,charter,0,11250.001,146.462,1.0266
95,pier,0,11250.001,422.984,0.4522
96,beach,0,5416.6667,56.862,0.0678
96,boat,0,5416.6667,58.32,0.0102
96,charter,1,5416.6667,93.32,0.0209
96,pier,0,5416.6667,56.862,0.0789
97,beach,0,7083.3317,72.462,0.0678
97,boat,1,7083.3317,74.32,0.0897
97,charter,0,7083.3317,109.32,1.0905
97,pier,0,7083.3317,72.462,0.0789
98,beach,0,6250.0013,210.566,0.0678
98,boat,0,6250.0013,49.74,0.0732
98,charter,1,6250.0013,79.24,0.1726
98,pier,0,6250.0013,210.566,0.0052
99,beach,0,5416.6667,43.74,0.2537
99,boat,0,5416.6667,52.488,0.2339
99,charter,0,5416.6667,70.988,0.6288
99,pier,1,5416.6667,43.74,0.1498
100,beach,1,3749.9999,31.74,0.2537
100,boat,0,3749.9999,38.088,0.2339
100,charter,0,3749.9999,56.588,0.6288
100,pier,0,3749.9999,31.74,0.1498
101,beach,1,2083.3332,19.74,0.2537
101,boat,0,2083.3332,23.688,0.2339
101,charter,0,2083.3332,42.188,0.6288
101,pier,0,2083.3332,19.74,0.1498
102,beach,0,3749.9999,31.74,0.2537
102,boat,0,3749.9999,38.088,0.2339
102,charter,0,3749.9999,56.588,0.6288
102,pier,1,3749.9999,31.74,0.1498
103,beach,0,2916.6666,55.77,0.0678
103,boat,0,2916.6666,25.74,0.0108
103,charter,1,2916.6666,60.74,0.2377
103,pier,0,2916.6666,55.77,0.0025
104,beach,0,2083.3332,42.77,0.0678
104,boat,0,2083.3332,19.74,0.0559
104,charter,1,2083.3332,54.74,0.6456
104,pier,0,2083.3332,42.77,0.0789
105,beach,0,7916.6663,261.366,0.0678
105,boat,0,7916.6663,61.74,0.0732
105,charter,1,7916.6663,91.24,0.1726
105,pier,0,7916.6663,261.366,0.0052
106,beach,0,8750.001,268.702,0.5333
106,boat,0,8750.001,146.77,0.1665
106,charter,1,8750.001,181.77,0.3975
106,pier,0,8750.001,268.702,0.4522
107,beach,0,7083.3317,55.74,0.2537
107,boat,0,7083.3317,221.102,0.6817
107,charter,1,7083.3317,246.102,2.3014
107,pier,0,7083.3317,55.74,0.1498
108,beach,0,4583.332,159.766,0.0678
108,boat,0,4583.332,37.74,0.0732
108,charter,1,4583.332,67.24,0.1726
108,pier,0,4583.332,159.766,0.0052
109,beach,0,416.66668,16.77,0.0678
109,boat,0,416.66668,32.766,0.1643
109,charter,0,416.66668,61.766,0.5391
109,pier,1,416.66668,16.77,0.0789
110,beach,0,3749.9999,125.902,0.5333
110,boat,1,3749.9999,68.77,0.2413
110,charter,0,3749.9999,103.77,1.0266
110,pier,0,3749.9999,125.902,0.4522
111,beach,0,5416.6667,56.862,0.0678
111,boat,1,5416.6667,58.32,0.0108
111,charter,0,5416.6667,93.32,0.2377
111,pier,0,5416.6667,56.862,0.0025
112,beach,0,2083.3332,25.662,0.0678
112,boat,0,2083.3332,26.32,0.0108
112,charter,1,2083.3332,61.32,0.2377
112,pier,0,2083.3332,25.662,0.0025
113,beach,0,1249.9998,46.258,0.0678
113,boat,0,1249.9998,18.32,0.0732
113,charter,1,1249.9998,47.82,0.1726
113,pier,0,1249.9998,46.258,0.0052
114,beach,1,3749.9999,42.32,0.2537
114,boat,0,3749.9999,42.32,0.0233
114,charter,0,3749.9999,60.82,0.0219
114,pier,0,3749.9999,42.32,0.1498
115,beach,0,6250.0013,64.662,0.0678
115,boat,0,6250.0013,66.32,0.0559
115,charter,1,6250.0013,101.32,0.6456
115,pier,0,6250.0013,64.662,0.0789
116,beach,0,3749.9999,42.32,0.1049
116,boat,0,3749.9999,41.262,0.1574
116,charter,1,3749.9999,65.262,0.4671
116,pier,0,3749.9999,42.32,0.0451
117,beach,0,5416.6667,58.32,0.2537
117,boat,1,5416.6667,58.32,0.0233
117,charter,0,5416.6667,76.82,0.0219
117,pier,0,5416.6667,58.32,0.1498
118,beach,0,3749.9999,77.234,0.0678
118,boat,0,3749.9999,73.002,0.0102
118,charter,1,3749.9999,108.002,0.0209
118,pier,0,3749.9999,77.234,0.0789
119,beach,0,2916.6666,150.15,0.5333
119,boat,0,2916.6666,62.634,0.2413
119,charter,1,2916.6666,97.634,1.0266
119,pier,0,2916.6666,150.15,0.4522
120,beach,0,7083.3317,135.634,0.0678
120,boat,0,7083.3317,267.552,0.1643
120,charter,1,7083.3317,296.552,0.0041
120,pier,0,7083.3317,135.634,0.0789
121,beach,1,3749.9999,73.002,0.2537
121,boat,0,3749.9999,73.002,0.2339
121,charter,0,3749.9999,91.502,0.6288
121,pier,0,3749.9999,73.002,0.1498
122,beach,0,12499.998,205.27,0.0678
122,boat,1,12499.998,94.74,0.0897
122,charter,0,12499.998,129.74,1.0905
122,pier,0,12499.998,205.27,0.0789
123,beach,0,2916.6666,55.77,0.0678
123,boat,0,2916.6666,25.74,0.0897
123,charter,1,2916.6666,60.74,1.0905
123,pier,0,2916.6666,55.77,0.0789
124,beach,1,7916.6663,61.74,0.2537
124,boat,0,7916.6663,74.088,0.2339
124,charter,0,7916.6663,92.588,0.6288
124,pier,0,7916.6663,61.74,0.1498
125,beach,0,7083.3317,120.77,0.0678
125,boat,1,7083.3317,55.74,0.0102
125,charter,0,7083.3317,90.74,0.0209
125,pier,0,7083.3317,120.77,0.0789
126,beach,0,8750.001,146.77,0.0678
126,boat,0,8750.001,67.74,0.0102
126,charter,1,8750.001,102.74,0.0209
126,pier,0,8750.001,146.77,0.0789
127,beach,0,7083.3317,55.74,0.2537
127,boat,0,7083.3317,66.888,0.2339
127,charter,0,7083.3317,85.388,0.6288
127,pier,1,7083.3317,55.74,0.1498
128,beach,0,3749.9999,134.366,0.0678
128,boat,0,3749.9999,31.74,0.0732
128,charter,1,3749.9999,61.24,0.1726
128,pier,0,3749.9999,134.366,0.0052
129,beach,0,6250.0013,49.74,0.2537
129,boat,0,6250.0013,59.688,0.2339
129,charter,0,6250.0013,78.188,0.6288
129,pier,1,6250.0013,49.74,0.1498
130,beach,0,12499.998,205.27,0.0678
130,boat,1,12499.998,94.74,0.0102
130,charter,0,12499.998,129.74,0.0209
130,pier,0,12499.998,205.27,0.0789
131,beach,0,12499.998,205.27,0.0678
131,boat,1,12499.998,94.74,0.0108
131,charter,0,12499.998,129.74,0.2377
131,pier,0,12499.998,205.27,0.0025
132,beach,0,6250.0013,107.77,0.0678
132,boat,0,6250.0013,49.74,0.0559
132,charter,1,6250.0013,84.74,0.6456
132,pier,0,6250.0013,107.77,0.0789
133,beach,0,7916.6663,261.366,0.0678
133,boat,1,7916.6663,61.74,0.0732
133,charter,0,7916.6663,91.24,0.1726
133,pier,0,7916.6663,261.366,0.0052
134,beach,0,2916.6666,108.966,0.0678
134,boat,1,2916.6666,25.74,0.0143
134,charter,0,2916.6666,55.24,0.0289
134,pier,0,2916.6666,108.966,0.0503
135,beach,0,8750.001,286.766,0.0678
135,boat,1,8750.001,67.74,0.0143
135,charter,0,8750.001,97.24,0.0289
135,pier,0,8750.001,286.766,0.0503
136,beach,0,12499.998,375.802,0.5333
136,boat,1,12499.998,205.27,0.0156
136,charter,0,12499.998,240.27,0.0058
136,pier,0,12499.998,375.802,0.4522
137,beach,0,3749.9999,68.77,0.0678
137,boat,0,3749.9999,31.74,0.0108
137,charter,1,3749.9999,66.74,0.2377
137,pier,0,3749.9999,68.77,0.0025
138,beach,0,3749.9999,68.77,0.0678
138,boat,0,3749.9999,31.74,0.0559
138,charter,1,3749.9999,66.74,0.6456
138,pier,0,3749.9999,68.77,0.0789
139,beach,0,1249.9998,67.784,0.5333
139,boat,0,1249.9998,17.862,0.0361
139,charter,1,1249.9998,52.862,0.4216
139,pier,0,1249.9998,67.784,0.0069
140,beach,0,4583.332,186.184,0.5333
140,boat,0,4583.332,49.062,0.2413
140,charter,1,4583.332,84.062,1.0266
140,pier,0,4583.332,186.184,0.4522
141,beach,0,6250.0013,66.32,0.2537
141,boat,1,6250.0013,66.32,0.2339
141,charter,0,6250.0013,84.82,0.6288
141,pier,0,6250.0013,66.32,0.1498
142,beach,0,416.66668,38.184,0.5333
142,boat,0,416.66668,10.062,0.1665
142,charter,1,416.66668,45.062,0.3975
142,pier,0,416.66668,38.184,0.4522
143,beach,0,7083.3317,72.462,0.0678
143,boat,1,7083.3317,74.32,0.0897
143,charter,0,7083.3317,109.32,1.0905
143,pier,0,7083.3317,72.462,0.0789
144,beach,0,4583.332,49.062,0.0678
144,boat,0,4583.332,50.32,0.0108
144,charter,1,4583.332,85.32,0.2377
144,pier,0,4583.332,49.062,0.0025
145,beach,0,6250.0013,333.258,0.5333
145,boat,1,6250.0013,94.506,0.2413
145,charter,0,6250.0013,129.506,1.0266
145,pier,0,6250.0013,333.258,0.4522
146,beach,0,3749.9999,85.698,0.1049
146,boat,0,3749.9999,60.306,0.0023
146,charter,1,3749.9999,84.306,0.0046
146,pier,0,3749.9999,85.698,0.0451
147,beach,0,7916.6663,166.698,0.2537
147,boat,0,7916.6663,166.698,0.0626
147,charter,1,7916.6663,185.198,0.2773
147,pier,0,7916.6663,166.698,0.0014
148,beach,0,4583.332,252.858,0.5333
148,boat,0,4583.332,71.706,0.0156
148,charter,1,4583.332,106.706,0.0058
148,pier,0,4583.332,252.858,0.4522
149,beach,0,8750.001,128.706,0.0678
149,boat,1,8750.001,182.898,0.0897
149,charter,0,8750.001,217.898,1.0905
149,pier,0,8750.001,128.706,0.0789
150,beach,0,3749.9999,212.658,0.5333
150,boat,0,3749.9999,60.306,0.0156
150,charter,1,3749.9999,95.306,0.0058
150,pier,0,3749.9999,212.658,0.4522
151,beach,0,3749.9999,212.658,0.5333
151,boat,0,3749.9999,60.306,0.0156
151,charter,1,3749.9999,95.306,0.0058
151,pier,0,3749.9999,212.658,0.4522
152,beach,0,1249.9998,92.058,0.5333
152,boat,0,1249.9998,26.106,0.0156
152,charter,1,1249.9998,61.106,0.0058
152,pier,0,1249.9998,92.058,0.4522
153,beach,0,7083.3317,139.35,0.1049
153,boat,1,7083.3317,63.172,0.0613
153,charter,0,7083.3317,87.172,0.3087
153,pier,0,7083.3317,139.35,0.0079
154,beach,0,5416.6667,109.35,0.1049
154,boat,1,5416.6667,49.572,0.0613
154,charter,0,5416.6667,73.572,0.3087
154,pier,0,5416.6667,109.35,0.0079
155,beach,0,6250.0013,323.31,0.5333
155,boat,1,6250.0013,56.372,0.2413
155,charter,0,6250.0013,91.372,1.0266
155,pier,0,6250.0013,323.31,0.4522
156,beach,0,2916.6666,71.214,0.0678
156,boat,1,2916.6666,71.214,0.0276
156,charter,0,2916.6666,96.214,0.0029
156,pier,0,2916.6666,71.214,0.0503
157,beach,0,4583.332,94.35,0.1049
157,boat,1,4583.332,42.772,0.1574
157,charter,0,4583.332,66.772,0.4671
157,pier,0,4583.332,94.35,0.0451
158,beach,0,5416.6667,109.35,0.1049
158,boat,0,5416.6667,49.572,0.0023
158,charter,1,5416.6667,73.572,0.0046
158,pier,0,5416.6667,109.35,0.0451
159,beach,0,5416.6667,49.572,0.0678
159,boat,0,5416.6667,121.014,0.1643
159,charter,0,5416.6667,150.014,0.5391
159,pier,1,5416.6667,49.572,0.0789
160,beach,0,3749.9999,206.31,0.5333
160,boat,0,3749.9999,35.972,0.2413
160,charter,1,3749.9999,70.972,1.0266
160,pier,0,3749.9999,206.31,0.4522
161,beach,0,4583.332,245.31,0.5333
