id,choice,feat,price,chid,alt
4,0,0,10.8,51,yoplait
4,1,0,8.6,52,dannon
4,0,1,6.1,52,hiland
4,0,0,7.9,52,weight
4,0,0,11.2,52,yoplait
4,0,0,8.6,53,dannon
4,0,0,5.4,53,hiland
4,0,0,7.9,53,weight
4,1,0,2.5,53,yoplait
4,0,0,8.6,54,dannon
4,0,1,2.5,54,hiland
4,0,0,7.9,54,weight
4,1,0,5.8,54,yoplait
4,0,0,8.6,55,dannon
4,0,1,2.5,55,hiland
4,0,0,7.9,55,weight
4,1,0,5.8,55,yoplait
4,0,0,8.6,56,dannon
4,0,0,6.1,56,hiland
4,1,1,6.3,56,weight
4,0,0,11.5,56,yoplait
4,1,0,1.9,57,dannon
4,0,0,5.4,57,hiland
4,0,0,7.9,57,weight
4,0,0,11.0,57,yoplait
5,0,0,9.8,58,dannon
5,0,0,4.9,58,hiland
5,0,0,7.9,58,weight
5,1,0,10.3,58,yoplait
5,0,0,9.8,59,dannon
5,0,0,4.9,59,hiland
5,0,0,7.9,59,weight
5,1,0,10.3,59,yoplait
5,0,0,9.8,60,dannon
5,0,0,4.9,60,hiland
5,0,0,7.9,60,weight
5,1,0,10.3,60,yoplait
5,1,0,8.6,61,dannon
5,0,0,5.4,61,hiland
5,0,0,7.9,61,weight
5,0,0,10.8,61,yoplait
5,1,0,8.6,62,dannon
5,0,0,5.4,62,hiland
5,0,0,7.9,62,weight
5,0,0,10.8,62,yoplait
5,1,0,8.6,63,dannon
5,0,0,5.4,63,hiland
5,0,0,7.9,63,weight
5,0,0,10.8,63,yoplait
5,0,0,8.6,64,dannon
5,0,0,5.4,64,hiland
5,0,0,7.9,64,weight
5,1,0,10.8,64,yoplait
5,0,0,8.6,65,dannon
5,0,0,5.4,65,hiland
5,0,0,7.9,65,weight
5,1,0,10.8,65,yoplait
5,1,0,8.6,66,dannon
5,0,0,5.4,66,hiland
5,0,0,7.9,66,weight
5,0,0,10.8,66,yoplait
5,1,0,8.6,67,dannon
5,0,0,5.4,67,hiland
5,0,0,7.9,67,weight
5,0,0,10.8,67,yoplait
5,1,0,8.6,68,dannon
5,0,0,2.5,68,hiland
5,0,0,7.9,68,weight
5,0,0,10.8,68,yoplait
5,1,0,8.6,69,dannon
5,0,0,2.5,69,hiland
5,0,0,7.9,69,weight
5,0,0,10.8,69,yoplait
5,1,0,8.6,70,dannon
5,0,0,5.0,70,hiland
5,0,0,8.6,70,weight
5,0,0,12.2,70,yoplait
5,0,0,8.6,71,dannon
5,0,0,5.0,71,hiland
5,0,0,8.6,71,weight
5,1,0,12.5,71,yoplait
6,0,0,8.6,72,dannon
6,0,0,6.1,72,hiland
6,1,1,7.4,72,weight
6,0,0,11.5,72,yoplait
6,0,0,8.6,73,dannon
6,0,0,6.1,73,hiland
6,1,1,7.4,73,weight
6,0,0,11.5,73,yoplait
6,0,0,6.9,74,dannon
6,0,0,6.1,74,hiland
6,1,0,8.6,74,weight
6,0,0,10.8,74,yoplait
6,0,0,6.9,75,dannon
6,0,0,6.1,75,hiland
6,1,0,8.6,75,weight
6,0,0,10.8,75,yoplait
6,0,0,5.1,76,dannon
6,0,0,6.6,76,hiland
6,1,0,8.6,76,weight
6,0,0,11.5,76,yoplait
6,0,0,5.1,77,dannon
6,0,0,6.6,77,hiland
6,1,0,8.6,77,weight
6,0,0,11.5,77,yoplait
6,0,0,8.1,78,dannon
6,0,0,6.6,78,hiland
6,1,0,8.1,78,weight
6,0,0,11.5,78,yoplait
6,0,0,8.1,79,dannon
6,0,0,6.6,79,hiland
6,1,0,8.1,79,weight
6,0,0,11.5,79,yoplait
6,0,0,8.1,80,dannon
6,0,0,6.1,80,hiland
6,1,0,8.1,80,weight
6,0,0,11.5,80,yoplait
6,0,0,8.1,81,dannon
6,0,0,6.1,81,hiland
6,1,0,8.1,81,weight
6,0,0,11.5,81,yoplait
6,0,0,8.1,82,dannon
6,0,0,6.1,82,hiland
6,0,0,8.1,82,weight
6,1,0,11.2,82,yoplait
6,0,0,8.1,83,dannon
6,0,0,6.1,83,hiland
6,0,0,8.1,83,weight
6,1,0,11.2,83,yoplait
6,0,0,8.6,84,dannon
6,0,0,6.1,84,hiland
6,0,0,8.6,84,weight
6,1,0,12.2,84,yoplait
6,0,0,8.6,85,dannon
6,0,0,6.1,85,hiland
6,0,0,8.6,85,weight
6,1,0,12.2,85,yoplait
6,0,0,8.6,86,dannon
6,0,0,6.1,86,hiland
6,0,0,8.6,86,weight
6,1,0,12.2,86,yoplait
6,0,0,8.6,87,dannon
6,0,0,6.1,87,hiland
6,0,0,8.6,87,weight
6,1,0,12.2,87,yoplait
6,0,0,8.6,88,dannon
6,0,0,6.1,88,hiland
6,0,0,8.6,88,weight
6,1,0,12.2,88,yoplait
6,0,0,8.6,89,dannon
6,0,0,6.1,89,hiland
6,0,0,8.6,89,weight
6,1,0,12.2,89,yoplait
6,0,0,8.6,90,dannon
6,0,0,6.1,90,hiland
6,0,0,8.6,90,weight
6,1,0,12.2,90,yoplait
7,1,0,7.4,91,dannon
7,0,0,6.1,91,hiland
7,0,0,8.1,91,weight
7,0,0,11.0,91,yoplait
7,1,0,7.4,92,dannon
7,0,0,6.1,92,hiland
7,0,0,8.1,92,weight
7,0,0,11.0,92,yoplait
7,1,0,8.1,93,dannon
7,0,0,6.6,93,hiland
7,0,0,8.1,93,weight
7,0,0,10.3,93,yoplait
7,1,0,8.1,94,dannon
7,0,0,6.6,94,hiland
7,0,0,7.9,94,weight
7,0,0,10.3,94,yoplait
7,1,0,8.1,95,dannon
7,0,0,6.6,95,hiland
7,0,0,7.9,95,weight
7,0,0,10.3,95,yoplait
7,1,0,8.1,96,dannon
7,0,0,6.6,96,hiland
7,0,0,7.9,96,weight
7,0,0,10.3,96,yoplait
7,1,0,8.1,97,dannon
7,0,0,6.6,97,hiland
7,0,0,7.9,97,weight
7,0,0,12.5,97,yoplait
7,1,0,8.1,98,dannon
7,0,0,6.6,98,hiland
7,0,0,7.9,98,weight
7,0,0,12.5,98,yoplait
7,0,0,9.8,99,dannon
7,0,0,4.9,99,hiland
7,0,0,7.9,99,weight
7,1,0,2.0,99,yoplait
7,1,0,8.1,100,dannon
7,0,0,4.9,100,hiland
7,0,0,7.9,100,weight
7,0,0,10.3,100,yoplait
7,1,1,6.1,101,dannon
7,0,0,4.9,101,hiland
7,0,0,7.9,101,weight
7,0,0,10.3,101,yoplait
7,0,0,8.1,102,dannon
7,0,0,5.0,102,hiland
7,0,0,7.9,102,weight
7,1,0,10.8,102,yoplait
7,0,0,8.1,103,dannon
7,0,0,5.0,103,hiland
7,0,0,7.9,103,weight
7,1,0,10.8,103,yoplait
7,1,0,8.1,104,dannon
7,0,0,5.0,104,hiland
7,0,0,7.9,104,weight
7,0,0,10.8,104,yoplait
7,1,0,8.1,105,dannon
7,0,0,5.0,105,hiland
7,0,0,7.9,105,weight
7,0,0,10.8,105,yoplait
7,1,0,8.1,106,dannon
7,0,0,5.0,106,hiland
7,0,0,7.9,106,weight
7,0,0,10.8,106,yoplait
7,0,0,8.1,107,dannon
7,0,0,5.0,107,hiland
7,0,0,7.9,107,weight
7,1,0,10.8,107,yoplait
7,1,0,8.1,108,dannon
7,0,0,4.3,108,hiland
7,0,0,7.9,108,weight
7,0,0,11.5,108,yoplait
7,1,0,6.3,109,dannon
7,0,0,5.0,109,hiland
7,0,0,7.9,109,weight
7,0,0,10.8,109,yoplait
7,0,0,5.1,110,dannon
7,0,0,5.0,110,hiland
7,0,0,7.9,110,weight
7,1,0,10.8,110,yoplait
7,0,0,4.7,111,dannon
7,0,0,5.0,111,hiland
7,0,0,7.9,111,weight
7,1,0,10.8,111,yoplait
8,1,0,7.4,112,dannon
8,0,0,6.1,112,hiland
8,0,0,8.1,112,weight
8,0,0,10.3,112,yoplait
8,1,0,7.4,113,dannon
8,0,0,6.1,113,hiland
8,0,0,8.1,113,weight
8,0,0,10.3,113,yoplait
8,1,0,7.4,114,dannon
8,0,0,6.1,114,hiland
8,0,0,8.1,114,weight
8,0,0,10.3,114,yoplait
8,1,0,7.4,115,dannon
8,0,0,6.1,115,hiland
8,0,0,8.1,115,weight
8,0,0,10.3,115,yoplait
8,1,0,8.1,116,dannon
8,0,0,6.6,116,hiland
8,0,0,7.9,116,weight
8,0,0,12.5,116,yoplait
8,1,0,8.1,117,dannon
8,0,0,6.6,117,hiland
8,0,0,7.9,117,weight
8,0,0,12.5,117,yoplait
8,1,0,8.1,118,dannon
8,0,0,4.9,118,hiland
8,0,0,7.9,118,weight
8,0,0,10.3,118,yoplait
8,1,0,8.1,119,dannon
8,0,0,4.9,119,hiland
8,0,0,7.9,119,weight
8,0,0,10.3,119,yoplait
8,1,0,8.1,120,dannon
8,0,0,4.9,120,hiland
8,0,0,7.9,120,weight
8,0,0,10.3,120,yoplait
8,1,0,8.1,121,dannon
8,0,0,4.9,121,hiland
8,0,0,7.9,121,weight
8,0,0,10.3,121,yoplait
8,1,0,8.1,122,dannon
8,0,0,4.9,122,hiland
8,0,0,7.9,122,weight
8,0,0,12.5,122,yoplait
8,1,0,8.1,123,dannon
8,0,0,5.0,123,hiland
8,0,0,7.9,123,weight
8,0,0,10.8,123,yoplait
8,1,0,8.1,124,dannon
8,0,0,4.9,124,hiland
8,0,0,7.9,124,weight
8,0,0,10.3,124,yoplait
8,1,0,8.1,125,dannon
8,0,0,4.9,125,hiland
8,0,0,7.9,125,weight
8,0,0,10.3,125,yoplait
8,1,0,8.1,126,dannon
8,0,0,4.9,126,hiland
8,0,0,7.9,126,weight
8,0,0,10.3,126,yoplait
8,1,0,8.1,127,dannon
8,0,0,4.9,127,hiland
8,0,0,7.9,127,weight
8,0,0,10.3,127,yoplait
8,1,0,8.1,128,dannon
8,0,0,4.9,128,hiland
8,0,0,7.9,128,weight
8,0,0,10.3,128,yoplait
8,1,1,6.1,129,dannon
8,0,0,4.9,129,hiland
8,0,0,7.9,129,weight
8,0,0,10.3,129,yoplait
8,1,0,8.1,130,dannon
8,0,0,5.0,130,hiland
8,0,0,7.9,130,weight
8,0,0,10.8,130,yoplait
8,1,0,8.6,131,dannon
8,0,0,5.0,131,hiland
8,0,0,8.6,131,weight
8,0,0,12.2,131,yoplait
8,1,0,8.6,132,dannon
8,0,0,5.4,132,hiland
8,0,0,7.9,132,weight
8,0,0,10.8,132,yoplait
8,1,0,8.6,133,dannon
8,0,0,5.0,133,hiland
8,0,1,6.9,133,weight
8,0,0,5.5,133,yoplait
8,1,0,8.6,134,dannon
8,0,0,5.0,134,hiland
8,0,1,6.9,134,weight
8,0,0,5.5,134,yoplait
8,1,0,8.6,135,dannon
8,0,0,5.4,135,hiland
8,0,0,7.9,135,weight
8,0,0,10.8,135,yoplait
8,1,0,6.3,136,dannon
8,0,0,6.1,136,hiland
8,0,0,6.3,136,weight
8,0,0,8.8,136,yoplait
9,0,0,8.1,137,dannon
9,0,0,6.1,137,hiland
9,1,0,8.1,137,weight
9,0,0,11.5,137,yoplait
9,0,0,8.1,138,dannon
9,0,0,6.1,138,hiland
9,1,0,8.1,138,weight
9,0,0,11.5,138,yoplait
9,0,0,8.1,139,dannon
9,0,0,6.1,139,hiland
9,1,0,8.1,139,weight
9,0,0,11.5,139,yoplait
9,0,0,8.1,140,dannon
9,0,0,4.9,140,hiland
9,1,0,7.9,140,weight
9,0,0,11.5,140,yoplait
9,0,0,8.1,141,dannon
9,0,0,6.1,141,hiland
9,1,0,8.1,141,weight
9,0,0,10.8,141,yoplait
9,0,0,8.1,142,dannon
9,0,0,6.1,142,hiland
9,1,0,8.1,142,weight
9,0,0,10.8,142,yoplait
9,0,0,8.1,143,dannon
9,0,0,6.1,143,hiland
9,1,0,8.1,143,weight
9,0,0,11.5,143,yoplait
9,0,0,8.1,144,dannon
9,0,0,4.9,144,hiland
9,0,0,7.9,144,weight
9,1,0,11.5,144,yoplait
9,0,0,8.1,145,dannon
9,0,0,6.1,145,hiland
9,1,0,8.1,145,weight
9,0,0,10.8,145,yoplait
9,0,0,8.1,146,dannon
9,0,0,4.9,146,hiland
9,0,0,7.9,146,weight
9,1,0,11.5,146,yoplait
9,0,0,8.1,147,dannon
9,0,0,4.9,147,hiland
9,0,0,7.9,147,weight
9,1,0,11.5,147,yoplait
9,0,0,8.6,148,dannon
9,0,0,6.1,148,hiland
9,0,0,8.6,148,weight
9,1,0,10.8,148,yoplait
9,0,0,8.7,149,dannon
9,0,0,6.8,149,hiland
9,0,0,9.4,149,weight
9,1,0,10.8,149,yoplait
9,0,0,8.6,150,dannon
9,0,0,5.4,150,hiland
9,0,0,7.9,150,weight
9,1,0,10.8,150,yoplait
9,0,0,8.1,151,dannon
9,0,0,6.1,151,hiland
9,0,0,8.6,151,weight
9,1,0,2.2,151,yoplait
9,0,0,8.6,152,dannon
9,0,0,6.1,152,hiland
9,0,0,9.1,152,weight
9,1,0,12.2,152,yoplait
9,0,0,8.6,153,dannon
9,0,0,6.1,153,hiland
9,0,0,9.1,153,weight
9,1,0,12.2,153,yoplait
9,0,0,8.6,154,dannon
9,0,0,6.1,154,hiland
9,0,0,8.6,154,weight
9,1,0,12.2,154,yoplait
9,0,0,8.6,155,dannon
9,0,0,6.1,155,hiland
9,0,0,8.6,155,weight
9,1,0,12.2,155,yoplait
9,1,0,8.6,156,dannon
9,0,0,6.1,156,hiland
9,0,0,8.6,156,weight
9,0,0,12.2,156,yoplait
9,0,0,8.6,157,dannon
9,0,0,6.1,157,hiland
9,0,0,8.6,157,weight
9,1,0,12.2,157,yoplait
9,0,0,8.6,158,dannon
9,0,0,6.1,158,hiland
9,0,0,8.6,158,weight
9,1,0,12.2,158,yoplait
9,0,0,8.6,159,dannon
9,0,0,6.1,159,hiland
9,0,0,8.6,159,weight
9,1,0,12.2,159,yoplait
9,0,0,8.1,160,dannon
9,0,0,6.1,160,hiland
9,0,0,8.6,160,weight
9,1,0,12.2,160,yoplait
9,0,0,8.1,161,dannon
9,0,0,6.1,161,hiland
9,0,0,8.6,161,weight
9,1,0,12.2,161,yoplait
9,0,0,8.6,162,dannon
9,0,0,6.1,162,hiland
9,0,0,8.6,162,weight
9,1,0,12.2,162,yoplait
9,0,0,8.6,163,dannon
9,0,0,6.1,163,hiland
9,0,0,8.6,163,weight
9,1,0,12.2,163,yoplait
10,1,0,8.1,164,dannon
10,0,0,4.9,164,hiland
10,0,0,7.9,164,weight
10,0,0,10.3,164,yoplait
10,1,0,8.1,165,dannon
10,0,0,4.9,165,hiland
10,0,0,7.9,165,weight
10,0,0,10.3,165,yoplait
10,1,0,8.1,166,dannon
10,0,0,4.9,166,hiland
10,0,0,7.9,166,weight
10,0,0,10.3,166,yoplait
10,1,1,6.1,167,dannon
10,0,0,4.9,167,hiland
10,0,0,7.9,167,weight
10,0,0,10.3,167,yoplait
10,1,1,6.1,168,dannon
10,0,0,4.9,168,hiland
10,0,0,7.9,168,weight
10,0,0,10.3,168,yoplait
10,1,0,8.6,169,dannon
10,0,0,5.4,169,hiland
10,0,0,7.9,169,weight
10,0,0,11.5,169,yoplait
10,1,0,8.6,170,dannon
10,0,0,5.4,170,hiland
10,0,0,7.9,170,weight
10,0,0,10.8,170,yoplait
10,1,0,8.6,171,dannon
10,0,0,5.4,171,hiland
10,0,0,7.9,171,weight
10,0,0,10.8,171,yoplait
10,1,0,8.6,172,dannon
10,0,0,5.4,172,hiland
10,0,0,7.9,172,weight
10,0,0,10.8,172,yoplait
10,1,1,6.3,173,dannon
10,0,0,5.4,173,hiland
10,0,0,8.1,173,weight
10,0,0,5.7,173,yoplait
10,1,0,4.1,174,dannon
10,0,0,6.1,174,hiland
10,0,1,6.3,174,weight
10,0,0,11.5,174,yoplait
10,1,0,6.3,175,dannon
10,0,1,6.1,175,hiland
10,0,0,7.9,175,weight
10,0,0,11.5,175,yoplait
10,1,0,6.3,176,dannon
10,0,0,6.1,176,hiland
10,0,0,6.3,176,weight
10,0,0,11.5,176,yoplait
10,1,0,6.3,177,dannon
10,0,0,6.1,177,hiland
10,0,0,6.3,177,weight
10,0,0,11.5,177,yoplait
11,1,0,8.6,178,dannon
11,0,0,4.4,178,hiland
11,0,0,8.1,178,weight
11,0,0,11.0,178,yoplait
11,1,0,8.6,179,dannon
11,0,0,4.4,179,hiland
11,0,0,8.1,179,weight
11,0,0,11.0,179,yoplait
11,0,0,8.6,180,dannon
11,0,0,5.4,180,hiland
11,0,0,7.9,180,weight
11,1,0,10.8,180,yoplait
11,0,0,8.6,181,dannon
11,0,0,5.4,181,hiland
11,0,0,7.9,181,weight
11,1,0,10.8,181,yoplait
11,0,0,8.6,182,dannon
11,0,0,6.1,182,hiland
11,1,0,8.1,182,weight
11,0,0,11.0,182,yoplait
11,1,0,8.6,183,dannon
11,0,0,6.1,183,hiland
11,0,0,8.1,183,weight
11,0,0,11.0,183,yoplait
11,0,0,8.6,184,dannon
11,1,1,3.1,184,hiland
11,0,0,8.1,184,weight
11,0,0,11.0,184,yoplait
11,0,0,8.6,185,dannon
11,1,1,3.1,185,hiland
11,0,0,8.1,185,weight
11,0,0,11.0,185,yoplait
11,1,0,8.6,186,dannon
11,0,0,2.9,186,hiland
11,0,0,6.1,186,weight
11,0,0,11.0,186,yoplait
11,1,0,8.6,187,dannon
11,0,0,2.9,187,hiland
11,0,0,6.1,187,weight
11,0,0,11.0,187,yoplait
12,1,0,8.1,188,dannon
12,0,0,6.4,188,hiland
12,0,0,8.1,188,weight
12,0,0,10.3,188,yoplait
12,1,0,8.1,189,dannon
12,0,0,5.0,189,hiland
12,0,0,8.0,189,weight
12,0,0,11.6,189,yoplait
12,1,0,8.1,190,dannon
12,0,0,6.1,190,hiland
12,0,0,7.9,190,weight
12,0,0,10.8,190,yoplait
12,1,0,8.1,191,dannon
12,0,0,5.0,191,hiland
12,0,0,7.9,191,weight
12,0,0,10.8,191,yoplait
12,1,0,8.1,192,dannon
12,0,0,5.0,192,hiland
12,0,0,8.1,192,weight
12,0,0,10.8,192,yoplait
12,1,0,8.1,193,dannon
12,0,0,5.0,193,hiland
12,0,0,8.1,193,weight
12,0,0,10.8,193,yoplait
12,1,0,8.1,194,dannon
12,0,0,5.0,194,hiland
12,0,0,8.5,194,weight
12,0,0,10.9,194,yoplait
12,1,0,8.1,195,dannon
12,0,0,5.0,195,hiland
12,0,0,8.1,195,weight
12,0,0,10.8,195,yoplait
12,1,0,8.1,196,dannon
12,0,0,5.0,196,hiland
12,0,0,8.1,196,weight
12,0,0,10.8,196,yoplait
13,1,0,7.4,197,dannon
13,0,0,6.1,197,hiland
13,0,0,8.1,197,weight
13,0,0,10.3,197,yoplait
13,1,0,8.1,198,dannon
13,0,0,6.4,198,hiland
13,0,0,8.1,198,weight
13,0,0,10.3,198,yoplait
13,1,0,8.1,199,dannon
13,0,0,4.9,199,hiland
13,0,0,7.9,199,weight
13,0,0,10.3,199,yoplait
13,1,0,8.1,200,dannon
13,0,0,4.9,200,hiland
13,0,0,7.9,200,weight
13,0,0,10.3,200,yoplait
13,0,0,8.1,201,dannon
13,0,0,4.9,201,hiland
13,0,0,7.9,201,weight
13,1,0,3.7,201,yoplait
13,0,0,8.1,202,dannon
13,0,0,4.9,202,hiland
13,0,0,7.9,202,weight
13,1,0,9.8,202,yoplait
13,0,0,8.1,203,dannon
13,0,0,4.9,203,hiland
13,0,0,7.9,203,weight
13,1,0,10.3,203,yoplait
13,0,0,8.1,204,dannon
13,0,0,4.9,204,hiland
13,0,0,7.9,204,weight
13,1,0,10.3,204,yoplait
13,0,0,8.1,205,dannon
13,0,0,4.9,205,hiland
13,0,0,7.9,205,weight
13,1,0,10.3,205,yoplait
13,1,0,8.1,206,dannon
13,0,0,4.9,206,hiland
13,0,0,7.9,206,weight
13,0,0,11.5,206,yoplait
14,0,0,9.2,207,dannon
14,0,0,5.0,207,hiland
14,0,0,7.9,207,weight
14,1,0,0.8,207,yoplait
14,0,0,9.2,208,dannon
14,0,0,5.0,208,hiland
14,0,0,7.9,208,weight
14,1,0,10.8,208,yoplait
14,0,0,9.8,209,dannon
14,0,0,5.0,209,hiland
14,0,0,7.9,209,weight
14,1,0,10.8,209,yoplait
14,0,0,9.8,210,dannon
14,0,0,5.0,210,hiland
14,0,0,7.9,210,weight
14,1,0,10.8,210,yoplait
14,0,0,9.8,211,dannon
14,0,0,5.0,211,hiland
14,0,0,7.9,211,weight
14,1,0,10.8,211,yoplait
14,0,0,8.1,212,dannon
14,0,0,5.0,212,hiland
14,0,0,7.9,212,weight
14,1,0,10.8,212,yoplait
14,0,0,8.1,213,dannon
14,0,0,5.0,213,hiland
14,0,0,7.9,213,weight
14,1,0,10.8,213,yoplait
14,0,0,6.3,214,dannon
14,0,0,5.0,214,hiland
14,0,0,7.9,214,weight
14,1,0,10.8,214,yoplait
14,0,0,6.3,215,dannon
14,0,0,5.0,215,hiland
14,0,0,7.9,215,weight
14,1,0,10.8,215,yoplait
14,0,0,6.3,216,dannon
14,0,0,5.0,216,hiland
14,0,0,7.9,216,weight
14,1,0,10.8,216,yoplait
14,0,0,8.6,217,dannon
14,0,0,5.0,217,hiland
14,0,0,7.9,217,weight
14,1,0,10.8,217,yoplait
14,0,0,8.6,218,dannon
14,0,0,5.0,218,hiland
14,0,0,7.9,218,weight
14,1,0,10.8,218,yoplait
14,0,0,4.2,219,dannon
