id,price_1,time_1,conven_1,comfort_1,meals_1,petfr_1,emipp_1,nonsig1_1,nonsig2_1,nonsig3_1,price_2,time_2,conven_2,comfort_2,meals_2,petfr_2,emipp_2,nonsig1_2,nonsig2_2,nonsig3_2,price_3,time_3,conven_3,comfort_3,meals_3,petfr_3,emipp_3,nonsig1_3,nonsig2_3,nonsig3_3,choice
69,2,6,3,4.202,3,0,2,4,1,5,3,3.5,4,4.444,2,0,0.5,3.106,3.804,2,7,3,8.41,2,-1.939,3,7,5,1,4,1
70,2.152,6.092,3,4,3,0,2,4,1,5,3.253,3.5,4,4.5,2,0.088,0.5,2,3,2,7,3.202,8,2,0,3,7,5,1,4,2
71,2,6,3,4,3,0,2,4,1,5.747,3,3.5,4,3.987,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,3
72,5.09,6,3,4,3,0,1.503,4.56,1,5,3,3.5,4,4.5,2,0.188,0.5,0.753,3,2,7,3,8,2,0,3,7,5,1,4,3
73,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1.967,4,3
74,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,-0.038,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,2
75,0.454,6.508,3,4,2.955,0,2,4,1,5,3,3.5,4,4.5,2,0.492,0.5,2,3,2,7,3,8,2,0,3,7,5,1.401,4,2
76,2,6,3,5.508,4.619,0,2,4,1,5,3,3.5,4,6.105,2,0,0.5,2,3,2,7,5.813,8,2,0,2.775,7,5,0.592,4,2
77,2,6.924,3,4,1.85,0,2,4,-0.105,5,3,3.5,4,6.305,2,0,0.5,2,4.334,2,7,3,8,2,0,3,7,5,1,4,2
78,2,7.069,3,4,3,0,2,3.243,1,5,3,3.735,4,4.5,2,-0.592,0.255,2,3,2,7,3,8,2,0,3,7,5,1,4,3
79,2,6,3,4,3,0,3.17,4,1,4.636,3,3.5,4,4.818,2,-0.07,0.5,2,3,2,5.126,3.153,5.903,2,0.414,3,6.661,5,1,4,2
80,2,6,2.494,4,3,0,0.43,4,1,5.631,3,3.5,4,4.5,2,0,0.5,2,2.694,2,6.636,3,8,2,0,3,7,5,1,4,3
81,2,6,3,4,3,0,2,4,1,5,3,2.842,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,6.458,1,4,2
82,1.47,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2.734,0,0.5,1.5,3,2,7,3,8.098,2,0,3,5.798,5,1,4,2
83,2,6,3,3.422,3.214,0.091,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,5.891,5,1,4,2
84,2,6,3,3.933,2.623,0,2,4,1,5,3.422,3.5,4,4.5,0.493,-0.036,0.5,2,3,3.708,7,3,8,2,0,3,8.432,5,1,4,2
85,2,6,3,4,3,0,2,4.758,1,5,3,3.5,2.476,4.5,2.116,0,0.5,1.549,3,2,7,3,8,1.736,0,3.512,7,6.972,1,4,2
86,3.19,6,3,4,3,0,2,4,1,5.733,3,3.5,4.539,4.397,2,0,1.087,2,3,3.339,7,3,8,0.622,0,3,7,6.47,0.593,4,3
87,2,6,3,4,3,-0.982,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,-1.336,3,7,5,1,2.869,2
88,2,6,3,3.863,3,0,2,4.572,0.654,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7.123,5,1.493,4,2
89,2,6,3.247,3.353,3,0,3.615,4,1,5,3,3.5,2.759,4.5,2,0,0.5,2,0.409,2,7.687,2.656,8.216,2,0,3,7,5,1,4,2
90,2,7.044,3,4,3,0,2,4,0.03,6.475,3,3.5,4.553,4.5,2,0,0.5,3.827,3,2,7,3,8,2,0,3,5.846,5,1,3.843,3
91,2.026,6,3,4,3.762,0,2,4,1,5,3,3.5,4.717,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,3
92,2,6,3,3.326,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,-0.598,3,7,4.799,1,4,2
93,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2.19,0,0.5,2,3,2,7,3,8,2,0,1.557,8.348,5,1,4,2
94,2.417,6,3,4,3,-0.417,1.535,4,1,5,3,3.5,4,4.5,2.415,0,0.5,2,3.566,2,7,3,8,2,0,3,7.199,5,1,4,2
95,2,6,3,4,3,0,2,2.318,1,5,3,4.721,4,4.198,2,0,0.5,2,3,2.058,6.552,3,8,1.588,0,3,7,5,1,4,2
96,2,6,3,4,0.554,0,2,4,1.995,5,3,3.5,4,4.5,2,0,0.762,2,3,2,7,3.938,7.468,2,0,3,7,5,1,4,2
97,2,6.848,1.656,4,3,0,2,4,1,5,3,3.5,3.555,4.5,2,0,0.5,2,3,3.108,7,2.299,8,2,0,3,7,5,0.123,4,2
98,2,6,3,4,3,-0.466,2,4,0.514,4.619,2.921,3.5,4,5.917,2,0,0.5,2,3,2,7.523,3,8,2,0,3,7,5,1,4,2
99,2,6,1.536,4,3,0,2,4,1,5.454,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,2
100,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,0.464,0,0.5,3.988,3,2,7,3,5.954,2,0,3,7,5,1,3.184,2
101,2,5.88,3,5.424,3,0,2,4,1,5,3.004,3.5,4,2.995,2,0,0.246,1.425,3,2,7,3,8,2,0,3,7,5,1,4,2
102,2,6,3,4.895,3.195,0,1.117,4,1,5,3,3.5,4.779,4.5,2,0,0.214,2,3,2,7,3.801,8,3.152,0,3,7,5,1,4,2
103,2,5.329,3,4,3,0,2,4,1,5,3.987,3.5,4,4.5,2,0,-0.348,2.446,3,2,7,3,8,2,-1.035,1.801,7,5,1,4,1
104,2,6,3,4,3,0,2,4,1,6.502,3.309,3.5,4,4.5,2,-0.621,0.5,2,3,2,7,3,7.905,2,0,3,7,5,1,4,3
105,2,6,3,4,3,-1.682,2,4,1,5,3,3.5,5.18,6.15,2,0,0.5,2,3,2,7,2.078,8,2,0,2.895,7.602,5,1,4,2
106,2,6,2.65,4,3.653,0,2,4,-0.226,5,3,3.5,4,4.5,2.645,1.248,-0.79,2,3.816,2,7,2.934,8,2.222,1.538,3,7,6.066,1,4,2
107,2,5.76,2.846,4,3,2.754,2,4,1,6.265,4.337,3.5,4,4.5,2,0.158,0.5,2,3,2,7,3,8,0.694,0,2.166,7,5,0.689,5.556,1
108,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,5.387,2,7,3,8,2,-1.333,3,7,4.965,1,3.523,2
109,1.923,6,3,4,3,0,2,3.909,2.01,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,2.997,8,2,0,3,7,5,1,4,2
110,2,5.729,3,4.772,3,0,2,4,1,5,4.2,4.608,4,4.5,2,0,0.5,2,3,2,7.582,3,8,1.171,0,3,6.051,4.003,0.825,4,3
111,2,6.34,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2.369,0,3,7,5,1,4,2
112,2,6,3,3.573,3,0,2,4,1,5,3,3.5,4.206,4.642,0.26,0,0.5,2,3,1.312,7,3,8,2,0,3,7,5,1,4,2
113,2,6,3,2.317,3,-0.312,2,4,0.926,5,3.336,2.854,4,6.264,2,1.804,1.212,2,3,2,7,3,8.664,2,0,3,7,5,1,4,2
114,0.041,6,3,4,3,0.888,2,4,1,5,3,3.5,4,5.639,2,1.718,0.5,2,2.938,3.281,7,3,8,2,0.188,3,7,5,1,4,2
115,2,6,3,4,1.901,0,2,3.671,1,5,3,3.5,4.18,3.007,2,0,0.5,2,3,2,7,3.743,7.351,2,0,3,7,5,1,4,2
116,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,-0.619,0.5,3.483,3,3.102,7,3,8,2,0,3,5.807,5,1,4,2
117,2,6,3,4,3,0.793,2,4,1,5,3,4.446,2.373,4.5,2,0,0.5,2,3,2,3.824,3,8,2,0,3,6.835,5.551,1.028,4,1
118,2,5.509,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,2
119,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.328,2,1.625,2,7,3,8,2,0,3.372,8.028,5,1,4,2
120,2,5.858,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2.437,0,-0.853,2,3,1.326,4.619,3,8,2,0,3,7,6.55,1,4,2
121,2,6,3,4.792,3,0,2,4,1,2.839,3,3.5,4,4.5,2,0,0.5,2,3,2,6.868,4.422,8,2,0,3,7,5,1,4,2
122,2.55,6,3,4,3,0.465,2,4,1,5,3,3.5,4.597,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3.108,7,4.533,1,4,2
123,2,6,3,4,3,0,2,4,1,5,0.988,3.5,4,5.73,2,0,0.5,2,3,2,7,3,8,2,0.551,3,7,5,1,4,2
124,2,6,3,3.863,4.006,1.117,2,3.737,1,5,3.417,3.5,4,4.5,1.587,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,1
125,3.11,6,3,4,3.695,0,2,4,1,5,3.549,3.5,4,4.5,2,0,0.5,2,3,2,7.771,3,8,2,0,3,7,5,1,6.677,3
126,1.208,4.897,3,4.255,3,-0.267,2.037,4,1,5,3,2.13,4,4.5,2,0,0.5,2,3,1.646,7,3,8,2,1.307,3,7,5,0.604,4,2
127,2,6,3,4,4.017,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,3.401,0,3,7.185,5,1,4,2
128,2,6,3,4,4.363,0,2,4.844,1,5.369,3,3.5,4,4.5,2,0,0.5,2,3,1.788,7,3,8,0.542,0,3,7,5,-0.145,4,1
129,2,6,3.513,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,4.809,2,7,3,8,2,0,3,7,5.905,1,5.61,2
130,2.581,6,3,4,3,0,2,5.436,2.094,5.941,3,1.836,4,4.5,2.519,0,0.5,2,2.187,2,7,3,8,1.837,0,3.214,7,5,1,4,2
131,2,6,3,4,3,0,2,4,0.109,5,3,3.5,4,4.5,2,-2.095,0.5,2.793,3,2,7,2.976,8,2,0,3,7,5,1,4,3
132,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3.263,2,7.082,3,8,2,-0.027,3,6.366,5,1,6.278,2
133,2,6,3,2.436,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2.57,3,2,7,3,8,2,0.081,3,7,5,-0.279,4,2
134,2,6,2.548,4,3.568,0,1.614,4,1,4.202,3,3.5,2.687,4.5,2,0,0.5,2,3,1.498,7,3.097,9.238,2,0,3,7,5.563,1,4,2
135,2,6,3,4,2.573,0,2,4,1,3.985,3.018,3.5,3.458,4.5,0.555,0,0.5,2,2.953,2.65,5.889,3,8,2,0,3,7,5,1,4,1
136,2,6,3,3.557,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,3.357,7,2.364,8,-0.595,0,3,6.385,5,1,4,2
137,2,6,3,4,3,0,2,4,1,5,3,3.703,4,4.5,2,0,0.5,2.984,3,2,7,3,8,2.358,0,3,7,5,1,4.381,3
138,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,0.956,4,2
139,2,6,3,4,1.793,-0.031,2,4,1,5.901,3,3.5,4,4.5,2,0,0.5,1.467,3,2,7,3,8,2,0,3,7,5,1,4,2
140,2,6,3,4,3,-1.051,2,4.452,1,4.282,3,3.5,4,4.517,2,0,0.5,2,3,2,7,3,8,2,0.72,3,7,5,1,4,2
141,2,6,3,3.412,3,0,2,4,1,5,3,3.5,3.465,4.5,2.381,0,0.2,2,3,3.535,7,3,8,2,0,3,7,5,1.665,4,2
142,2.571,6,3,4,3,0,2,4,1,5,3,3.5,4,5.245,2,0,0.5,2,3,2,7,3,8,2.115,0,3,7,5,1,4.258,2
143,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3.261,8,2,0,3,7,5,1,4,2
144,2,6,3,4,3,0,2,4.331,1.858,4.19,3,3.5,4,4.5,1.476,0,0.5,1.675,3,2,7,3,8,2,0,1.865,7,3.634,1,4,2
145,1.717,6,2.027,4,3,0.66,2,4,1,5,1.251,3.55,3.43,4.5,2,0,0.5,2,3,2,7.829,3,8.39,1.455,0,4.391,7,5,1,4,2
146,2,6,3,4,4.724,0,2,4,1,5,3,3.5,4,4.5,2,0,1.897,2,3,2,5.649,3,8,1.631,0,3,7,5.153,1,4,1
147,2,6,3,4,4.413,0,2,3.302,1,5,3,3.5,4,4.5,2,0,0.237,2,1.257,2,7,3,8,2,0,3,7,5,1,3.445,1
148,2,6,3,4,3,0,2.755,4,1,5,2.579,3.5,4.261,4.5,2,0,0.5,1.449,3,1.868,7,3,8,1.356,0,3,7,5,1,4,2
149,2,7.056,3,2.282,3,0,2,4,1,2.911,3,3.5,3.833,4.5,2,0,0.5,2,3,2,7,3,8,2,0,0.445,7,5,1,4,2
150,2.956,6,3,4,3.568,0,2,4,1,5,3.451,3.5,4,4.454,2,0,1.078,2,3,2,7,3,8,2,0,3,7,5,1,4,2
151,2,6,3,4.551,3,0,2.247,4,1,5,3,3.5,4,4.5,2.337,-0.15,-0.251,0.734,3,2,7,3,8,2,0,3,7,5,1,4,2
152,2,6,1.344,4,3,0,2,4.861,1,5,3,3.5,4,4.5,2,0,0.994,2,3,2,7,3,8.161,2,0,3,7,5,1.505,4,2
153,2,6,3,4,-0.198,0,2,4,1,5,3,3.5,4,4.5,2,0,2.806,2.151,3,2,7,3,8,2,0,3.612,7,5,1,4.201,2
154,2,6,3,4,2.99,0,2,4,1,5,3,3.5,4,3.93,2.175,0,0.5,2,3,2,7,3,8,2,-0.02,3,7,4.891,1,4,3
155,2,6,3,4,3,0,1.295,4,1,5,3,3.5,4,4.5,2,0,0.5,2,2.845,2,7,3,8,2,0,3,7,5,1,4,2
156,2,6,4.137,4,3,0,2,4,1,5.413,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,4.431,0,3.148,7,5,1,4,3
157,2,6,3,4,3.951,0,2,4,1,5,3.373,4.27,4,4.5,2,0,0.5,1.537,3,2.054,7,0.657,8,2,0,3,7,5,1,4,3
158,2,6,3,4.536,3,0,2,4,1,5,3,4.51,4,3.415,2,0,0.5,2,3,2,7,3,8,2,-0.239,3,7,5,1,4,2
159,2,5.061,4.054,4,3.847,-1.042,2,4,1,5.906,3,2.756,4,4.5,2,0,0.5,2,3,2,7,3,8,1.721,0,3,7,5,1,2.547,2
160,2,6,3,4,3,0,2,4,1,3.609,3,4.382,3.177,4.5,2,0,0.5,2,3,2,7,3,8,2,0,4.498,7,5,1,4,2
161,2,5.298,3,3.782,3,0,0.839,4,1,5.629,3,2.875,4,4.5,2,0,0.5,2,2.982,2,7,3,8.912,2,0,2.303,7,5,1,3.624,2
162,2,6,3.062,4,3,0.968,2.603,4,4.184,5,3,4.513,4.007,4.5,2,0,0.5,2,3,2,7,3.003,8,2,0,3,7,5,1,5.345,2
163,2,6,3,4.993,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.185,2,2.943,2,7,3,8,2,0,3,7,6.517,1,4,2
164,2,6,3,4.779,3,0,2,3.15,1,5,2.883,3.5,5.43,4.5,1.09,0,-1.589,2,3.513,2,7,3,9.327,2,0,3,7,5,1,4,2
165,0.615,5.981,1.914,4,3,-1.715,2,4,1,5,3,1.037,4,4.5,2,0,0.5,2,3,2,7,1.958,8,2,0,3,7.474,5,1,4,2
166,2,6,3,3.56,3,0.048,2,4,1,5,3,3.5,4,4.5,2,0,1.173,2,3.588,2,8.642,3,8.509,2,0,3.113,5.587,5,1,4,3
167,2,6,3,4,3.258,0,0.796,4,1,5,3,3.5,4,4.5,2,1.508,0.5,2,3,2,7,3,7.247,2,0,3,7,5.173,1,4,2
168,2,6,3.544,4,3,0,2,4,1,5,3,3.387,4,6.58,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,2
169,2,4.81,3,4,3,0,2,3.82,1,5,1.544,3.5,4,4.5,2,0,1.365,2,3,2.295,7,4.151,8,2,0,3.541,7,5,0.464,4.444,3
170,2,6,3,4,3,0,2.648,4,1,5,3,5.211,3.405,4.5,2,0,0.5,2,3,2,7,3,8.403,3.002,0,3,7,5,1.328,2.71,2
