person_id,choice_id,alt,choice,price,opcost,range,ev,gas,hybrid,hiperf,medhiperf
5,63,2,0,54960,18.8,0,0,0,1,0,1
5,63,3,0,32535,41.58,0,0,0,1,1,1
5,64,1,0,34197,35.57,2,1,0,0,1,1
5,64,2,0,11958,28.6,0,0,1,0,1,1
5,64,3,1,23288,11.78,0,0,0,1,0,0
5,65,1,0,47389,24.07,1.9,1,0,0,0,0
5,65,2,0,32895,33.18,1.9,1,0,0,0,1
5,65,3,1,61184,38.15,0,0,0,1,0,0
5,66,1,0,19401,17.11,0,0,0,1,1,1
5,66,2,0,31139,22.89,0.9,1,0,0,1,1
5,66,3,1,20893,41.31,0,0,0,1,1,1
5,67,1,0,70530,32.8,0.8,1,0,0,0,1
5,67,2,1,43857,13.8,1.4,1,0,0,0,1
5,67,3,0,38923,19.86,1,1,0,0,0,1
5,68,1,0,57223,22.92,1.9,1,0,0,0,1
5,68,2,1,25871,48.37,0,0,1,0,0,1
5,68,3,0,27182,44.37,0,0,1,0,1,1
5,69,1,1,26039,69.4,0,0,1,0,0,0
5,69,2,0,25396,63.79,0,0,1,0,0,1
5,69,3,0,26672,27.89,1.8,1,0,0,0,0
5,70,1,0,41239,21.85,1.9,1,0,0,0,0
5,70,2,0,41247,42.79,0,0,0,1,0,0
5,70,3,1,34755,35.19,0,0,0,1,0,0
5,71,1,1,8081,27.29,0,0,1,0,0,0
5,71,2,0,7732,23.09,0,0,1,0,1,1
5,71,3,0,22140,17.87,0,0,0,1,0,1
5,72,1,1,13911,51.19,0,0,1,0,0,0
5,72,2,0,31351,39.11,0,0,0,1,0,0
5,72,3,0,30632,17.31,0,0,0,1,0,1
5,73,1,0,48205,29.34,0,0,0,1,1,1
5,73,2,0,21698,42.31,0,0,0,1,0,0
5,73,3,1,17716,38.98,0,0,1,0,0,0
5,74,1,1,22902,52.76,0,0,1,0,0,1
5,74,2,0,27490,26.88,1,1,0,0,0,1
5,74,3,0,20830,48.58,0,0,1,0,1,1
5,75,1,0,36738,42.6,0,0,0,1,0,1
5,75,2,1,20384,40.46,0,0,1,0,0,0
5,75,3,0,42285,35.7,0,0,0,1,0,0
6,76,1,0,69754,28.69,1.8,1,0,0,0,0
6,76,2,0,27800,58.46,0,0,1,0,0,1
6,76,3,1,32209,43.09,0,0,1,0,0,1
6,77,1,0,17827,12.53,1.1,1,0,0,0,0
6,77,2,0,12292,23.45,0,0,1,0,0,1
6,77,3,1,11176,10.83,0,0,0,1,1,1
6,78,1,0,45402,41.11,0,0,0,1,1,1
6,78,2,0,70292,30.94,0,0,0,1,0,0
6,78,3,1,42497,36.94,0,0,0,1,1,1
6,79,1,0,58805,27.98,0,0,0,1,0,0
6,79,2,1,26212,45.6,0,0,0,1,0,1
6,79,3,0,63916,36.38,0.9,1,0,0,0,0
6,80,1,1,32841,24.18,1.3,1,0,0,0,1
6,80,2,0,26675,29.49,1.9,1,0,0,1,1
6,80,3,0,15466,38.05,0,0,1,0,0,0
6,81,1,0,29940,64.42,0,0,1,0,0,0
6,81,2,0,30716,21.78,1.5,1,0,0,0,1
6,81,3,1,27181,48.22,0,0,1,0,1,1
6,82,1,0,32451,21.7,1.9,1,0,0,0,0
6,82,2,0,26285,64.83,0,0,1,0,0,0
6,82,3,1,48690,9.29,2,1,0,0,1,1
6,83,1,0,20926,38.11,0,0,1,0,0,0
6,83,2,1,32130,14.14,0,0,0,1,1,1
6,83,3,0,25420,9.23,0.8,1,0,0,1,1
6,84,1,0,20278,58.02,0,0,1,0,0,0
6,84,2,0,28956,20.53,1.2,1,0,0,1,1
6,84,3,1,19437,58.09,0,0,1,0,0,1
6,85,1,1,54418,37.27,0,0,0,1,1,1
6,85,2,0,30288,12.49,1.3,1,0,0,0,0
6,85,3,0,78952,45.87,0,0,0,1,0,1
6,86,1,0,18322,59.53,0,0,1,0,0,1
6,86,2,0,72921,21.96,0,0,0,1,1,1
6,86,3,1,36153,35.93,0,0,0,1,1,1
6,87,1,0,39275,37.37,0,0,0,1,0,0
6,87,2,0,35035,36.22,1.4,1,0,0,0,0
6,87,3,1,33894,22.79,0,0,0,1,0,1
6,88,1,0,16499,42.28,0,0,1,0,0,1
6,88,2,0,12181,49.2,0,0,1,0,1,1
6,88,3,1,38080,29.9,0,0,0,1,1,1
6,89,1,0,13752,20.11,0,0,0,1,0,0
6,89,2,1,22736,52.94,0,0,1,0,1,1
6,89,3,0,55376,19.24,0.9,1,0,0,0,0
6,90,1,0,19281,42.47,0,0,0,1,0,1
6,90,2,1,19681,21.96,0,0,0,1,0,1
6,90,3,0,57894,24.2,0,0,0,1,0,1
7,91,1,0,69643,40.53,0.7,1,0,0,0,0
7,91,2,0,41130,41.36,1.8,1,0,0,0,0
7,91,3,1,42852,45.18,0,0,0,1,1,1
7,92,1,1,18306,33.65,0,0,0,1,0,0
7,92,2,0,19177,18.74,1.3,1,0,0,0,1
7,92,3,0,18474,37.91,0,0,0,1,0,0
7,93,1,0,23717,64.4,0,0,1,0,0,1
7,93,2,0,57783,39.37,0,0,0,1,0,1
7,93,3,1,24961,48.31,0,0,1,0,0,0
7,94,1,1,50803,19.05,0,0,0,1,0,1
7,94,2,0,34531,15.73,1.8,1,0,0,1,1
7,94,3,0,32036,36.01,0,0,0,1,0,1
7,95,1,1,33676,43.06,0,0,1,0,0,1
7,95,2,0,47385,32.59,1.5,1,0,0,0,0
7,95,3,0,55786,14.31,1.3,1,0,0,0,0
7,96,1,0,56371,30.99,0,0,0,1,0,1
7,96,2,1,23883,57.65,0,0,1,0,1,1
7,96,3,0,27363,61.44,0,0,1,0,0,0
7,97,1,0,23644,47.59,0,0,1,0,0,1
7,97,2,0,62002,50.74,0,0,0,1,0,0
7,97,3,1,26443,47.32,0,0,1,0,1,1
7,98,1,0,60248,28.31,1.7,1,0,0,0,1
7,98,2,0,58591,17.29,0.8,1,0,0,1,1
7,98,3,1,37892,27.73,1.8,1,0,0,1,1
7,99,1,0,87864,17.08,0,0,0,1,0,0
7,99,2,0,55813,36.31,0,0,0,1,0,1
7,99,3,1,30083,41.97,0,0,0,1,1,1
7,100,1,0,67332,45.54,0,0,0,1,0,1
7,100,2,1,21709,34.03,0,0,0,1,0,1
7,100,3,0,55777,38.49,0,0,0,1,1,1
7,101,1,1,34065,31.41,1.8,1,0,0,0,0
7,101,2,0,54480,16.99,0.8,1,0,0,0,0
7,101,3,0,32538,14.96,1.1,1,0,0,0,1
7,102,1,0,32309,4.3,1,1,0,0,0,1
7,102,2,1,35402,43.71,0,0,0,1,1,1
7,102,3,0,56923,33.64,1.2,1,0,0,1,1
7,103,1,0,31263,53.83,0,0,1,0,0,0
7,103,2,1,23833,8.51,1,1,0,0,0,0
7,103,3,0,22873,65.31,0,0,1,0,1,1
7,104,1,0,63570,51.8,0,0,0,1,1,1
7,104,2,0,66466,24.69,0.9,1,0,0,0,0
7,104,3,1,22275,48.66,0,0,1,0,0,0
7,105,1,0,24769,23.47,1.7,1,0,0,1,1
7,105,2,1,10386,28.42,0,0,1,0,0,0
7,105,3,0,71639,41.29,0,0,0,1,0,1
8,106,1,0,16193,62.01,0,0,1,0,0,0
8,106,2,0,13493,18.01,0,0,0,1,0,0
8,106,3,1,24625,41.06,0,0,0,1,0,1
8,107,1,0,65713,14.42,1.5,1,0,0,0,0
8,107,2,0,31108,19.43,0,0,0,1,0,1
8,107,3,1,28385,54.85,0,0,1,0,0,0
8,108,1,0,27884,58.54,0,0,1,0,0,0
8,108,2,0,21523,51.91,0,0,1,0,1,1
8,108,3,1,54902,33.1,0,0,0,1,1,1
8,109,1,1,24701,63.59,0,0,1,0,1,1
8,109,2,0,21505,25.23,1.8,1,0,0,1,1
8,109,3,0,30174,30.3,0,0,0,1,1,1
8,110,1,1,40819,47.1,0,0,0,1,0,0
8,110,2,0,25580,20.2,0,0,0,1,0,1
8,110,3,0,28292,35.84,0,0,0,1,0,1
8,111,1,1,52055,26.36,1.2,1,0,0,0,1
8,111,2,0,46990,32.49,0.9,1,0,0,0,0
8,111,3,0,38425,8.61,1.5,1,0,0,1,1
8,112,1,0,11752,25.91,0,0,1,0,1,1
8,112,2,0,22634,17.06,0,0,0,1,1,1
8,112,3,1,47545,30.61,1.9,1,0,0,0,0
8,113,1,0,27213,53.92,0,0,1,0,0,0
8,113,2,1,30815,51.27,0,0,1,0,1,1
8,113,3,0,66039,26.8,0,0,0,1,0,1
8,114,1,0,67486,25.62,1.3,1,0,0,1,1
8,114,2,1,23415,56.11,0,0,1,0,1,1
8,114,3,0,65494,27.54,0,0,0,1,1,1
8,115,1,1,18819,56.83,0,0,1,0,0,0
8,115,2,0,31236,22.4,0.8,1,0,0,0,1
8,115,3,0,20019,49.81,0,0,1,0,0,0
8,116,1,1,52684,23.54,0,0,0,1,1,1
8,116,2,0,37687,25.73,1.3,1,0,0,0,0
8,116,3,0,28764,42.09,0,0,1,0,0,0
8,117,1,1,29706,38.07,0,0,0,1,0,1
8,117,2,0,49517,23.59,0,0,0,1,0,0
8,117,3,0,64153,21.21,1,1,0,0,0,1
8,118,1,0,80103,31.29,1.8,1,0,0,0,1
8,118,2,1,74675,18.64,0,0,0,1,0,1
8,118,3,0,46290,39.88,0,0,0,1,0,0
8,119,1,0,23624,35.04,0,0,0,1,0,1
8,119,2,0,22181,37.23,0,0,1,0,1,1
8,119,3,1,17507,56.58,0,0,1,0,0,0
8,120,1,0,13183,15.43,0.9,1,0,0,1,1
8,120,2,1,11830,24.26,0,0,1,0,1,1
8,120,3,0,25078,14.5,1.7,1,0,0,0,0
9,121,1,1,19239,51.57,0,0,1,0,1,1
9,121,2,0,25128,21.89,0.7,1,0,0,0,1
9,121,3,0,58311,19.87,1.7,1,0,0,0,1
9,122,1,1,28296,47.2,0,0,1,0,0,1
9,122,2,0,20056,44.79,0,0,1,0,0,0
9,122,3,0,16768,28.64,0,0,0,1,0,0
9,123,1,0,31231,39.84,0,0,1,0,0,1
9,123,2,0,58191,19.27,0,0,0,1,0,1
9,123,3,1,40274,43.19,0,0,0,1,0,1
9,124,1,0,30469,42.87,0,0,0,1,0,1
9,124,2,1,25677,35.79,0,0,0,1,0,1
9,124,3,0,33222,21.57,1.1,1,0,0,0,0
9,125,1,1,47357,36.87,0,0,0,1,0,1
9,125,2,0,53261,8.29,0.8,1,0,0,0,0
9,125,3,0,44321,19,1,1,0,0,1,1
9,126,1,0,35763,48.07,0,0,0,1,0,1
9,126,2,0,15774,62.78,0,0,1,0,0,0
9,126,3,1,44762,39.18,1.5,1,0,0,0,1
9,127,1,0,24088,48.46,0,0,1,0,0,0
9,127,2,0,45532,39.56,0.7,1,0,0,0,0
9,127,3,1,30318,22.87,1.2,1,0,0,1,1
9,128,1,0,27913,28.71,0,0,0,1,1,1
9,128,2,1,31147,27.37,1.3,1,0,0,1,1
9,128,3,0,22464,64.82,0,0,1,0,1,1
9,129,1,1,49845,23.79,1,1,0,0,0,1
9,129,2,0,20388,56.15,0,0,1,0,1,1
9,129,3,0,22548,38.47,0,0,0,1,0,1
9,130,1,1,8514,23.88,0,0,1,0,0,0
9,130,2,0,26430,43.29,0,0,1,0,1,1
9,130,3,0,14760,57.11,0,0,1,0,0,1
9,131,1,0,44683,35.76,0,0,0,1,0,0
9,131,2,0,28639,46.47,0,0,1,0,0,0
9,131,3,1,68472,8.98,1.1,1,0,0,0,1
9,132,1,1,23037,66.4,0,0,1,0,1,1
9,132,2,0,27741,60.53,0,0,1,0,1,1
9,132,3,0,27232,57.93,0,0,1,0,1,1
9,133,1,1,19108,44.05,0,0,0,1,0,0
9,133,2,0,31363,36.38,0,0,0,1,0,1
9,133,3,0,60792,11.11,1.6,1,0,0,1,1
9,134,1,1,27075,67.74,0,0,1,0,0,1
9,134,2,0,44778,34.86,0.6,1,0,0,1,1
9,134,3,0,46420,35.91,1.9,1,0,0,0,0
9,135,1,0,17445,13.44,1.4,1,0,0,0,1
9,135,2,0,7453,32.31,0,0,1,0,0,1
9,135,3,1,11481,24.25,0,0,1,0,1,1
10,136,1,1,23129,41.98,0,0,1,0,0,1
10,136,2,0,64899,33.68,0.9,1,0,0,1,1
10,136,3,0,25576,22.65,1.3,1,0,0,0,1
10,137,1,0,64576,14.37,0.9,1,0,0,1,1
10,137,2,0,45742,20.49,0,0,0,1,0,0
10,137,3,1,20902,60.29,0,0,1,0,1,1
10,138,1,1,19015,53.31,0,0,1,0,0,1
10,138,2,0,62497,36.87,1.3,1,0,0,1,1
10,138,3,0,16011,8.19,0,0,0,1,0,0
10,139,1,0,60986,32.02,0.8,1,0,0,1,1
10,139,2,1,18315,43.79,0,0,1,0,0,0
10,139,3,0,53835,16.58,1.3,1,0,0,0,0
10,140,1,1,31579,46.17,0,0,0,1,0,0
10,140,2,0,25069,10.14,1.4,1,0,0,0,1
10,140,3,0,51621,29.51,1.5,1,0,0,0,0
10,141,1,1,40441,28.45,0,0,0,1,1,1
10,141,2,0,62545,27.89,0,0,0,1,1,1
10,141,3,0,40495,26.36,0,0,0,1,1,1
10,142,1,0,54283,34.9,0,0,0,1,1,1
10,142,2,1,18152,35.72,0,0,0,1,0,1
10,142,3,0,36270,54.45,0,0,1,0,0,0
10,143,1,0,57077,22.39,0.9,1,0,0,0,1
10,143,2,1,27395,18.63,1.8,1,0,0,0,0
10,143,3,0,56470,35.69,0,0,0,1,0,0
10,144,1,1,34299,38.21,0,0,1,0,0,1
10,144,2,0,36125,36.66,1.8,1,0,0,0,1
10,144,3,0,35971,39.76,0,0,1,0,0,0
10,145,1,0,56398,51.76,0,0,0,1,1,1
10,145,2,0,22600,72.29,0,0,1,0,0,0
10,145,3,1,23560,53.42,0,0,1,0,1,1
10,146,1,0,60692,27.76,1.2,1,0,0,0,0
10,146,2,1,28061,40.82,0,0,1,0,0,1
10,146,3,0,27646,25.07,1.7,1,0,0,0,1
10,147,1,1,38160,39.33,0,0,1,0,0,1
10,147,2,0,90547,46.51,0,0,0,1,1,1
10,147,3,0,38893,40.96,0,0,1,0,0,0
10,148,1,0,71083,46.82,0,0,0,1,0,0
10,148,2,0,92227,23.54,0.7,1,0,0,1,1
10,148,3,1,38270,40.73,0,0,1,0,1,1
10,149,1,1,13804,57.09,0,0,1,0,0,0
10,149,2,0,41217,26.35,1.8,1,0,0,0,0
10,149,3,0,33250,44.65,0,0,0,1,0,1
10,150,1,0,61269,28.05,0,0,0,1,1,1
10,150,2,0,47901,34.23,1.4,1,0,0,0,0
10,150,3,1,30600,25.01,0,0,0,1,1,1
11,151,1,0,55472,22.46,0,0,0,1,1,1
11,151,2,0,55562,29.97,1.8,1,0,0,1,1
11,151,3,1,19850,54.27,0,0,1,0,0,1
11,152,1,1,12213,29.51,0,0,1,0,0,1
11,152,2,0,16823,9.62,0.8,1,0,0,0,0
11,152,3,0,11004,25.59,0,0,1,0,1,1
11,153,1,1,56135,40.77,0,0,0,1,1,1
11,153,2,0,55213,45.56,0,0,0,1,0,0
11,153,3,0,53345,21.46,0.7,1,0,0,0,0
11,154,1,1,20230,18.45,1.6,1,0,0,1,1
11,154,2,0,16685,62.96,0,0,1,0,1,1
11,154,3,0,16701,39.11,0,0,1,0,1,1
11,155,1,0,37756,32.3,0,0,0,1,0,0
11,155,2,0,51526,32.83,0,0,0,1,1,1
11,155,3,1,22372,27.83,1.3,1,0,0,0,0
11,156,1,0,70481,33.18,1.2,1,0,0,0,0
11,156,2,1,90477,18.85,0,0,0,1,0,1
11,156,3,0,78427,34.31,0,0,0,1,1,1
11,157,1,0,55398,32.72,0,0,0,1,0,0
11,157,2,1,34853,13.54,1.1,1,0,0,0,1
11,157,3,0,27097,43.02,0,0,1,0,1,1
11,158,1,1,43949,16.75,1.7,1,0,0,1,1
11,158,2,0,38233,60.13,0,0,1,0,0,0
11,158,3,0,33350,29.97,0,0,0,1,1,1
11,159,1,0,34439,29.33,1.4,1,0,0,0,0
11,159,2,0,21391,13.42,1.1,1,0,0,0,0
11,159,3,1,25282,11.08,1.3,1,0,0,0,1
11,160,1,1,59912,17.32,0,0,0,1,0,1
11,160,2,0,36015,37.22,0.7,1,0,0,0,0
11,160,3,0,28886,53.35,0,0,1,0,0,1
11,161,1,1,17809,41.32,0,0,1,0,1,1
11,161,2,0,16652,48.31,0,0,1,0,1,1
11,161,3,0,59029,44.48,0,0,0,1,1,1
11,162,1,0,30048,64.41,0,0,1,0,0,1
11,162,2,0,19311,36.36,0,0,1,0,0,1
11,162,3,1,45110,23.22,0,0,0,1,1,1
11,163,1,0,17610,21.85,0,0,0,1,1,1
11,163,2,1,33834,14.81,0,0,0,1,0,1
11,163,3,0,12573,31.66,0,0,1,0,0,1
11,164,1,1,32267,17.47,0,0,0,1,0,1
11,164,2,0,44413,34.37,0,0,0,1,0,1
11,164,3,0,27573,58.44,0,0,1,0,1,1
11,165,1,0,31700,12.02,0,0,0,1,1,1
11,165,2,0,20045,11.56,1.8,1,0,0,1,1
11,165,3,1,29173,10.02,1.3,1,0,0,0,0
12,166,1,0,34396,48.74,0,0,0,1,0,0
12,166,2,0,67528,15.45,0.9,1,0,0,0,0
12,166,3,1,27689,56.11,0,0,1,0,1,1
12,167,1,1,42312,45.03,0,0,0,1,1,1
12,167,2,0,69988,42.61,0,0,0,1,0,0
12,167,3,0,36617,23.22,0.8,1,0,0,0,1
12,168,1,0,55108,7.53,1,1,0,0,0,1
12,168,2,1,70941,32.98,0,0,0,1,0,0
12,168,3,0,68101,10.59,1.6,1,0,0,0,0
